document,document_id,arm,arm_id,control,Biochemical verification,CBT,Motivational Interviewing,brief advise,1.1.Goal setting,1.2 Problem solving,1.4 Action planning,2.2 Feedback on behaviour,2.3 Self-monitoring of behavior,3.1 Social support,4.1 Instruction on how to perform the behavior,4.5. Advise to change behavior,5.1 Information about health consequences,5.3 Information about social and environmental consequences,11.1 Pharmacological support,11.2 Reduce negative emotions,Group-based,Face to face,phone,Website / Computer Program / App,Patch,Somatic,gum,e_cigarette,inhaler,lozenge,nasal_spray,placebo,nrt,Pill,bupropion,varenicline,Printed material,Digital content type,text messaging,Health Professional,doctor,nurse,pychologist,aggregate patient role,Mean age,Proportion identifying as female gender,Mean number of times tobacco used,Country of intervention,healthcare facility,Pharmaceutical company funding,Pharmaceutical company competing interest,Individual-level analysed,Combined follow up,Abstinence type,Abstinence: Continuous ,Abstinence: Point Prevalence ,Manually added follow-up duration value,Manually added follow-up duration units,NEW Outcome value
Dickson Spillmann 2013 (c) primary paper.pdf,263098,Hypnosis sessions,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,38,44.8,-,Switzerland,0,0,0,116,26.10,PP,0,1,,,14.7
Dijkstra 1998a.pdf,296419,No information (CO),869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.7,59,20.3,Netherlands,0,0,0,250,60.90,C,1,0,,,1.6
Dijkstra 1998a.pdf,296419,Self-efficacy information (SE),792,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.7,59,20.3,Netherlands,0,0,0,244,60.90,C,1,0,,,3.3
Dijkstra 1998a.pdf,296419,Outcome information (OC),793,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.7,59,20.3,Netherlands,0,0,0,247,60.90,C,1,0,,,2.4
Dijkstra 1998a.pdf,296419,Both sorts of information (BO),791,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.7,59,20.3,Netherlands,0,0,0,249,60.90,C,1,0,,,4.8
Dijkstra 1999.pdf,296422,No-information control (CO),797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7,62.8,21.5,Netherlands,0,0,0,182,26.10,PP,0,1,,,5.5
Dijkstra 1999.pdf,296422,Self-help guide (SHG),796,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41.7,62.8,21.5,Netherlands,0,0,0,201,26.10,PP,0,1,,,3.5
Dijkstra 1999.pdf,296422,Multiple-tailored intevention (MT),794,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41.7,62.8,21.5,Netherlands,0,0,0,187,26.10,PP,0,1,,,3.2
Dijkstra 1999.pdf,296422,Single-tailored intervention (ST),795,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41.7,62.8,21.5,Netherlands,0,0,0,180,26.10,PP,0,1,,,4.4
Dijkstra_1998_Tailored Interventions to Communicate Stage-Matched Information_10.10370022-006X.66.3.549.pdf,263042,Self-efficacy-enhancing information only,110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.7,59,20.3,ghout The Netherlands.,0,0,0,385,10.00,PP,0,1,10,weeks,8
Dijkstra_1998_Tailored Interventions to Communicate Stage-Matched Information_10.10370022-006X.66.3.549.pdf,263042,Outcome information only,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.7,59,20.3,ghout The Netherlands.,0,0,0,384,10.00,PP,0,1,10,weeks,4
Dijkstra_1998_Tailored Interventions to Communicate Stage-Matched Information_10.10370022-006X.66.3.549.pdf,263042,Control,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.7,59,20.3,ghout The Netherlands.,0,0,0,385,10.00,PP,0,1,10,weeks,3.2
Dijkstra_1998_Tailored Interventions to Communicate Stage-Matched Information_10.10370022-006X.66.3.549.pdf,263042,Both types of information,108,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.7,59,20.3,ghout The Netherlands.,0,0,0,386,10.00,PP,0,1,10,weeks,8
Dogar 2018.pdf,437503,Varenicline,2200,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,49.9,15.8,12.3,multinational,0,1,1,253,25.00,PP,0,1,,,4.7
Dogar 2018.pdf,437503,Placebo,2201,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48.4,16,12.7,multinational,0,1,1,257,25.00,PP,0,1,,,4.3
Drummond 2014.pdf,423068,Usual care,1925,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3,42,19,United States,0,0,0,26,26.10,PP,0,1,,,4
Drummond 2014.pdf,423068,Contingency management and lung age,1922,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49.2,38,21,United States,0,0,0,24,26.10,PP,0,1,,,0
Drummond 2014.pdf,423068,Lung age,1924,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46.1,42,17,United States,0,0,0,24,26.10,PP,0,1,,,0
Drummond 2014.pdf,423068,Contingency management,1923,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.2,65,12,United States,0,0,0,26,26.10,PP,0,1,,,14
Duffy 2006.pdf,296344,Usual care,422,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,58,9,-,-,0,1,1,91,26.10,C,1,0,,,31
Duffy 2006.pdf,296344,Intervention,421,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,56,23,-,-,0,1,1,93,26.10,C,1,0,,,47
Durmaz 2019.pdf,437445,WhatsApp arm,2191,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,39.3,36.4,-,-,1,0,0,44,6.00,PP,0,1,,,40.9
Durmaz 2019.pdf,437445,Control arm,2192,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,39.3,40.9,-,-,1,0,0,88,6.00,PP,0,1,,,23.9
Ebbert JADA 2007.pdf,296264,brief smoking cessation counseling with referrals to tobacco use quitline,468,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-,-,-,-,1,0,0,60,26.10,PP,0,1,,,25
Ebbert JADA 2007.pdf,296264,brief smoking cessation counseling,469,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-,-,-,-,1,0,0,22,26.10,PP,0,1,,,27.3
El Hajj 2017.pdf,436357,Intervention group,2643,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-,1.8,21.6,Qatar,1,0,0,167,52.20,C,1,0,,,12.6
El Hajj 2017.pdf,436357,Control group,2644,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-,2.7,23.5,Qatar,1,0,0,147,52.20,C,1,0,,,4.1
Elkins 2006.pdf,263102,Hypnotherapy,177,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,43.7,60,22.2,-,0,0,0,20,26.00,PP,0,1,,,40
Elkins 2006.pdf,263102,Control,178,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41.7,80,25.7,-,0,0,0,20,26.00,PP,0,1,,,0
Ellerbeck 2009 (c) primary paper.pdf,263104,High-intensity disease management (HDM),179,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,46.4,60.2,22.9,-,1,1,1,244,104.40,PP,0,1,,,14.8
Ellerbeck 2009 (c) primary paper.pdf,263104,Pharmacotherapy Management (PM),181,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47.1,57.6,24.3,-,1,1,1,244,104.40,PP,0,1,,,13.5
Ellerbeck 2009 (c) primary paper.pdf,263104,Moderate-intensity disease management (MDM),180,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48.2,57.8,23.8,-,1,1,1,238,104.40,PP,0,1,,,14.7
Ellerbeck 2019.pdf,437446,Counseling with Care Coordination (CCC),2209,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50.6,63,19.3,-,0,0,1,296,52.20,PP,0,1,,,19.3
Ellerbeck 2019.pdf,437446,Counseling Only (C),2210,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,51,64,19.7,-,0,0,1,284,52.20,PP,0,1,,,16.9
Emmons J Clin Oncol 2009.pdf,296266,peer-delivered telephone counseling (PC),470,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,48,-,-,0,1,1,383,7.83,PP,0,1,,,20.6
Emmons J Clin Oncol 2009.pdf,296266,self help (SH),471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,31,46,-,-,0,1,1,385,7.83,PP,0,1,,,17.6
Espada 2015.pdf,319576,Project EX,627,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,53.3,200,Spain,0,0,0,35,26.10,PP,0,1,,,4.9
Espada 2015.pdf,319576,Control,628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,53.3,200,Spain,0,0,0,65,26.10,PP,0,1,,,0
Etringer 1984.pdf,321101,Enriched cohesiveness x satiation,700,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,36.4,-,24.7,-,0,0,0,72,52.20,NCS,0,0,,,32
Etringer 1984.pdf,321101,Standard cohesiveness x nicotine fading,701,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.4,-,24.7,-,0,0,0,72,52.20,NCS,0,0,,,40
Etringer 1984.pdf,321101,Standrad cohesiveness x satiation,702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.4,-,24.7,-,0,0,0,72,52.20,NCS,0,0,,,6
Etringer 1984.pdf,321101,Enriched cohesiveness x nicotine fading,699,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,36.4,-,24.7,-,0,0,0,72,52.20,NCS,0,0,,,45
Etter 2004.pdf,296423,Programme,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,52,20,Switzerland,0,0,0,1467,100.05,PP,0,1,,,11.1
Etter 2004.pdf,296423,Control,799,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,52,20,Switzerland,0,0,0,1467,100.05,PP,0,1,,,10.5
Etter 2016.pdf,423069,Control group,1982,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,56,16,multinational,0,0,0,404,78.30,C,1,0,,,3.7
Etter 2016.pdf,423069,Incentive group,1981,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,47,1,multinational,0,0,0,401,78.30,C,1,0,,,9.5
Evins 2014.pdf,423086,Varenicline + CBT,1926,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-,-,-,-,0,1,1,40,64.00,PP,0,1,,,45
Evins 2014.pdf,423086,Placebo + CBT,1927,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-,-,-,-,0,1,1,47,64.00,PP,0,1,,,13
Feeney 2001.pdf,263107,Stanford Heart Attack Staying Free (SF),182,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,52.89,24,-,-,0,0,0,79,52.20,NCS,0,0,,,39
Feeney 2001.pdf,263107,Usual Care,183,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,55.13,29,-,-,0,0,0,62,52.20,NCS,0,0,,,2
Fiore 2004.pdf,296268,Patch + Committed Quitters (CQ),477,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,39.6,58.4,21.7,-,0,0,0,-,4.35,PP,0,1,,,6.2
Fiore 2004.pdf,296268,Patch Only,478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,39.6,58.4,21.7,-,0,0,0,-,4.35,PP,0,1,,,6.6
Fiore 2004.pdf,296268,Patch +  Committed Quitters (CQ) + counselling,476,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,39.6,58.4,21.7,-,0,0,0,-,4.35,PP,0,1,,,10.4
Forinash 2018.pdf,437507,Text-messaging,2245,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,-,-,-,-,1,0,0,14,2.00,PP,0,1,,,57.1
Forinash 2018.pdf,437507,Standard of care,2246,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,-,-,-,-,1,0,0,16,2.00,PP,0,1,,,31.3
Fortmann 1995.pdf,296424,Gum + materials,800,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,39.3,41.9,20.1,-,0,0,0,260,52.20,PP,0,1,,,21
Fortmann 1995.pdf,296424,Incentive only,802,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8,41.8,20.1,-,0,0,0,261,52.20,PP,0,1,,,16
Fortmann 1995.pdf,296424,Materials only,801,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.9,42,20.1,-,0,0,0,261,52.20,PP,0,1,,,16
Fortmann 1995.pdf,296424,Gum only,803,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.6,42,20.1,-,0,0,0,262,52.20,PP,0,1,,,21
Frandsen-2012.pdf,263292,Minimal smoking cessation intervention,148,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-,48.9,-,Denmark,0,0,0,45,26.10,NCS,0,0,,,28.9
Frandsen-2012.pdf,263292,Intensive smoking cessation intervention,147,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,-,34.7,-,Denmark,0,0,0,49,26.10,NCS,0,0,,,32.7
Fraser 2017.pdf,423070,Control,1984,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,60,17,-,0,0,0,952,26.10,PP,0,1,,,13.76
Fraser 2017.pdf,423070,Incentive,1983,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,60,17,-,0,0,0,948,26.10,PP,0,1,,,21.62
Froelicher 2004b.pdf,296346,Usual care group (UG),424,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-,-,6,-,0,1,1,135,130.50,PP,0,1,,,50
Froelicher 2004b.pdf,296346,Intervention group (IG),423,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,-,-,6,-,0,1,1,142,130.50,PP,0,1,,,50
Froelicher 2010.pdf,263109,Control group (CG),185,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,46.5,64.7,11.35,United States,0,0,0,34,52.20,PP,0,1,,,5.3
Froelicher 2010.pdf,263109,CG care plus tobacco industry and media (IAM),184,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,46.7,80.8,11.35,United States,0,0,0,26,52.20,PP,0,1,,,15.8
Garcia 2000.pdf,321099,Control,698,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.87,-,5.53,Spain,0,0,0,48,52.20,PP,0,1,,,2
Garcia 2000.pdf,321099,5-session,696,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30.93,-,25.67,Spain,0,0,0,31,52.20,PP,0,1,,,38.7
Garcia 2000.pdf,321099,Manual only,697,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35.45,-,25.8,Spain,0,0,0,33,52.20,PP,0,1,,,15.1
Garcia 2000.pdf,321099,5-session + manual,695,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32.48,-,25.04,Spain,0,0,0,25,52.20,PP,0,1,,,48
Garcia 2000.pdf,321099,10-session,694,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,-,29.44,Spain,0,0,0,25,52.20,PP,0,1,,,16
Garrison 2018.pdf,436358,Experience Sampling-Only (ES),2654,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.7,-,16.2,-,0,0,0,182,26.10,PP,0,1,,,12.1
Garrison 2018.pdf,436358,Mobile Mindfulness Training With Experience Sampling (MMT-ES),2653,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,-,16,-,0,0,0,143,26.10,PP,0,1,,,9.8
Gifford 2011.pdf,321104,Combined treatment,703,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45.75,58.7,24.01,-,0,0,0,130,52.20,PP,0,1,,,31.6
Gifford 2011.pdf,321104,Medication only,704,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,46.16,58.7,24.23,-,0,0,0,173,52.20,PP,0,1,,,17.5
Gilbert 2006.pdf,296269,Control,480,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,39.1,64.2,-,UK,0,0,0,704,52.20,C,1,0,,,9.5
Gilbert 2006.pdf,296269,Repeated contact,479,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,39.6,67.2,-,UK,0,0,0,753,52.20,C,1,0,,,9.3
Gilbert 2013.pdf,296425,Intervention,804,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.4,55.1,17.8,UK,0,0,0,3340,26.10,C,1,0,,,3.2
Gilbert 2013.pdf,296425,Control,805,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.8,56.8,17.7,UK,0,0,0,3357,26.10,C,1,0,,,2.7
Gilbody 2015.pdf,263112,Bespoke smoking cessation,186,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,47.3,30,26.5,UK,0,0,0,33,52.20,NCS,0,0,,,26
Gilbody 2015.pdf,263112,Usual care,187,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46.4,49,23.3,UK,0,0,0,35,52.20,NCS,0,0,,,16
Gilbody 2019.pdf,437448,Intervention,2218,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,46.5,40,24.7,UK,0,0,0,223,52.20,PP,0,1,,,15
Gilbody 2019.pdf,437448,Control,2219,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,43,23.2,UK,0,0,0,219,52.20,PP,0,1,,,10
Glasgow 1981.pdf,296427,Danaher & Lichtenstein - self-administered,808,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.3,-,32,-,0,0,0,13,26.10,PP,0,1,,,8
Glasgow 1981.pdf,296427,Danaher & Lichtenstein - therapist administered,806,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37.3,-,32,-,0,0,0,14,26.10,PP,0,1,,,25
Glasgow 1981.pdf,296427,IQuit kit - self-administered,811,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.3,-,32,-,0,0,0,15,26.10,PP,0,1,,,8
Glasgow 1981.pdf,296427,IQuit kit - therapist administered,810,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37.3,-,32,-,0,0,0,14,26.10,PP,0,1,,,8
Glasgow 1981.pdf,296427,Pomerleau & Pomerleau - therapist administered,807,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37.3,-,32,-,0,0,0,6,26.10,PP,0,1,,,37
Glasgow 1981.pdf,296427,Pomerleau & Pomerleau - self-administered,809,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.3,-,32,-,0,0,0,13,26.10,PP,0,1,,,0
