,doc_id,arm_id,doc,arm,"(6452745, '1.1.Goal setting (behavior)')","(6452746, '1.2 Problem solving')","(6452748, '1.4 Action planning')","(6452752, '1.8 Behavioral contract')","(6452948, '11.1 Pharmacological support')","(6452949, '11.2 Reduce negative emotions')","(6452956, '12.3 Avoidance/reducing exposure to cues for the behavior')","(6452959, '12.5 Adding objects to the environment')","(6452960, '12.6 Body changes')","(6452963, '13.2 Framing/reframing')","(6452756, '2.2 Feedback on behaviour')","(6452757, '2.3 Self-monitoring of behavior')","(6452761, '2.7 Feedback on outcome(s) of behavior')","(6452763, '3.1 Social support (unspecified)')","(6452764, '3.2 Social support (practical)')","(6452831, '4.1 Instruction on how to perform the behavior')","(6452832, '4.2 Information about Antecedents')","(6452836, '4.5. Advise to change behavior')","(6452838, '5.1 Information about health consequences')","(6452840, '5.3 Information about social and environmental consequences')","(6452853, '7.3 Reduce prompts/cues')","(6452861, '8.2 Behavior substitution')","(6452932, '9.1 Credible source')","(6452933, '9.2 Pros and cons')","('Abstinence: Continuous ', 'Abstinence: Continuous ')","('Abstinence: Point Prevalence ', 'Abstinence: Point Prevalence ')","(6451788, 'Biochemical verification')","('Combined follow up (<= 1 month)', 'Combined follow up (<= 1 month)')","('Combined follow up (<= 8 months)', 'Combined follow up (<= 8 months)')","('Combined follow up (<= 15 month)', 'Combined follow up (<= 15 month)')","('Combined follow up (<= 20 months)', 'Combined follow up (<= 20 months)')","('Combined follow up (<= 28 months)', 'Combined follow up (<= 28 months)')","('Combined follow up (Reported)', 'Combined follow up (Reported)')","(6080691, 'Digital content type')","(6080686, 'Face to face')","(6080701, 'Group-based')","(6080704, 'Health Professional')","('Individual-level analysed (<= 300)', 'Individual-level analysed (<= 300)')","('Individual-level analysed (<= 800)', 'Individual-level analysed (<= 800)')","('Individual-level analysed (<= 2500)', 'Individual-level analysed (<= 2500)')","('Individual-level analysed (<= 10000)', 'Individual-level analysed (<= 10000)')","('Individual-level analysed (<= 30000)', 'Individual-level analysed (<= 30000)')","('Mean age (adolecent)', 'Mean age (adolecent)')","('Mean age (young adult)', 'Mean age (young adult)')","('Mean age (adult)', 'Mean age (adult)')","('Mean age (elderly)', 'Mean age (elderly)')","('Mean number of times tobacco used (<= 10)', 'Mean number of times tobacco used (<= 10)')","('Mean number of times tobacco used (<= 15)', 'Mean number of times tobacco used (<= 15)')","('Mean number of times tobacco used (<= 20)', 'Mean number of times tobacco used (<= 20)')","('Mean number of times tobacco used (<= 25)', 'Mean number of times tobacco used (<= 25)')","('Mean number of times tobacco used (Reported)', 'Mean number of times tobacco used (Reported)')","(6823487, 'Motivational Interviewing')","(6080694, 'Patch')","(6830268, 'Pharmaceutical company competing interest')","(6830264, 'Pharmaceutical company funding')","(6080695, 'Pill')","(6080688, 'Printed material')","('Proportion identifying as female gender (<= 15)', 'Proportion identifying as female gender (<= 15)')","('Proportion identifying as female gender (<= 35)', 'Proportion identifying as female gender (<= 35)')","('Proportion identifying as female gender (<= 45)', 'Proportion identifying as female gender (<= 45)')","('Proportion identifying as female gender (<= 60)', 'Proportion identifying as female gender (<= 60)')","('Proportion identifying as female gender (<= 99)', 'Proportion identifying as female gender (<= 99)')","('Proportion identifying as male gender (<= 35)', 'Proportion identifying as male gender (<= 35)')","('Proportion identifying as male gender (<= 45)', 'Proportion identifying as male gender (<= 45)')","('Proportion identifying as male gender (<= 60)', 'Proportion identifying as male gender (<= 60)')","('Proportion identifying as male gender (<= 99)', 'Proportion identifying as male gender (<= 99)')","(6080693, 'Somatic')","(6080692, 'Website / Computer Program / App')","('aggregate patient role', 'aggregate patient role')","('brief advice', 'brief advice')","('bupropion', 'bupropion')","('control', 'control')","('doctor', 'doctor')","('gum', 'gum')","('healthcare facility', 'healthcare facility')","('lozenge', 'lozenge')","('nrt', 'nrt')","('nurse', 'nurse')","('phone', 'phone')","('placebo', 'placebo')","('psychologist', 'psychologist')","('text messaging', 'text messaging')","('varenicline', 'varenicline')","('External stimuli BCT', 'External stimuli BCT')","('Influence of others BCT', 'Influence of others BCT')","('Habit BCT', 'Habit BCT')","('Monitoring BCT', 'Monitoring BCT')","('Goal directed BCT', 'Goal directed BCT')","('Social support BCT', 'Social support BCT')","('Environmental restructuring BCT', 'Environmental restructuring BCT')","('Consequences BCT', 'Consequences BCT')","('Mental representation BCT', 'Mental representation BCT')","('Personal resources BCT', 'Personal resources BCT')","('Outcome', 'Outcome')"
224,321141,738,Sawicki 1993.pdf,Control group,,,,,1,,,,,,,,,,,,,1,,,,,,,0,0,1,0,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,0.4,1,1,0,0,1,1,1,,,1,1,,,0,0.4,1,1,1,0,0,0.6,1,,,1,,,1,1,,,,0,,,,,0,,0,1,0,0,0,0,0,0,0,0,1
225,321141,737,Sawicki 1993.pdf,Intervention group,1,,,1,,,,,1,,,,,,,,,,,,,,,,0,0,1,0,1,1,1,1,1,0,1,,,1,1,1,1,1,0,0.6,1,1,0,0,0,1,1,,,1,1,,,0,0,1,1,1,0,0,1,1,,,1,,,,,,,,0,,,,,0,,0,0,1,0,1,0,0,0,0,1,5
226,423141,2054,Tulloch 2016.pdf,NRT+ group,,,,,1,,,,,,,,,1,,,,,,,,,,,1,0,1,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,1,1,,,,0,0,0.7,1,1,0,0,1,1,1,,,,,,,1,1,,1,1,,,,0,,0,0,0,0,0,1,0,0,0,0,12.4
227,423141,2055,Tulloch 2016.pdf,NRT group,,,,,1,,,,,,,,,1,,,,,,,,,,,1,0,1,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,1,1,,,,0,0,1,1,1,0,0,1,1,,,,,,,,,1,,1,1,,,,0,,0,0,0,0,0,1,0,0,0,0,10
228,423141,2053,Tulloch 2016.pdf,VR group,,,,,1,,,,,,,,,1,,,,,,,,,,,1,0,1,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,,1,,1,,0,0,0.28,1,1,0,0,1,1,,,,,,,,,1,,1,1,,,,0,1,0,0,0,0,0,1,0,0,0,0,15.3
229,296397,766,British Thoratic Society 1983.pdf,Verbal advice plus booklet and Nicorette chewing gum (VABNG),,,,,1,,,,,,,,,,,1,,1,1,,,1,,,1,0,1,0,0,1,1,1,1,0,1,,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,,,1,1,,1,0,0.6,1,1,1,0,0,0.4,1,1,,1,,,,1,1,1,,1,,,,,0,,0,1,1,0,0,0,0,1,1,0,39
230,296397,767,British Thoratic Society 1983.pdf,Verbal advice plus booklet and placebo gum (VABPG),,,,,,,,,,,,,,,,1,,1,1,,,1,,,1,0,1,0,0,1,1,1,1,0,1,,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,,,1,1,,1,0,0.6,1,1,1,0,0,0.4,1,1,,1,,,,1,1,1,,1,,,1,,0,,0,1,1,0,0,0,0,1,1,0,46
231,296397,768,British Thoratic Society 1983.pdf,Verbal advice plus booklet (VAB),,,,,,,,,,,,,,,,1,,1,1,,,,,,1,0,1,0,0,1,1,1,1,0,1,,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,,,1,1,,1,0,0.6,1,1,1,0,0,0.4,1,,,1,,,,1,,1,,0,,,,,0,,0,1,0,0,0,0,0,1,1,0,32
232,296397,769,British Thoratic Society 1983.pdf,Verbal advice alone (VA),,,,,,,,,,,,,,,,,,1,,,,,,,1,0,1,0,0,1,1,1,1,0,1,,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,,,1,1,,,0,0.6,1,1,1,0,0,0.4,1,,,1,,,,1,,1,,0,,,,,0,,0,1,0,0,0,0,0,0,0,0,33
233,263227,334,Perkins 2001.pdf,CBT,,,,,,,,,,,,,,1,,,,1,,,,,,,1,0,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,0,0,1,1,0,0,0.2,1,1,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,0,,0,1,0,0,0,1,0,0,0,0,21
234,263227,333,Perkins 2001.pdf,Weight control,,,,,,,,,,,,,,1,,,,1,,,,,,,1,0,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,1,,,,,0,,,,,0,,0,1,0,0,0,1,0,0,0,0,13
235,263227,335,Perkins 2001.pdf,Standard,,,,,,,,,,,,,,1,,,,1,,,,,,,1,0,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,1,,,,,0,,,,,0,,0,1,0,0,0,1,0,0,0,0,9
236,321114,708,Hall 1996.pdf,Standard smoking intervention for major depressive disorder (MDD) x placebo,1,,,,,1,,,,,,1,,1,,,,,1,,,,,1,0,1,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,0,0.06,1,1,0,0,0,1,1,,,,,,1,0,0,0,1,1,0,0.4,1,1,1,,,,,1,,1,,,1,,,1,,0,,0,0,0,1,1,1,0,1,0,1,22
237,321114,705,Hall 1996.pdf,mood management (MM) x 2mg nicotine gum,1,1,,,1,1,,,,1,,1,,1,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,0,0.06,1,1,0,0,0,1,1,,,,,,1,0,0,0,1,1,0,0.4,1,1,1,,,,,,,1,,,1,,,,,0,,0,0,1,1,1,1,0,0,1,1,24
238,321114,706,Hall 1996.pdf,mood management (MM) x placebo,1,1,,,,1,,,,1,,1,,1,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,0,0.06,1,1,0,0,0,1,1,,,,,,1,0,0,0,1,1,0,0.4,1,1,1,,,,,,,1,,,1,,,1,,0,,0,0,1,1,1,1,0,0,1,1,25
239,321114,707,Hall 1996.pdf,Standard smoking intervention for major depressive disorder (MDD) x 2mg nicotine gum,1,,,,1,1,,,,,,1,,1,,,,,1,,,,,1,0,1,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,0,0.06,1,1,0,0,0,1,1,,,,,,1,0,0,0,1,1,0,0.4,1,1,1,,,,,1,,1,,,1,,,,,0,,0,0,0,1,1,1,0,1,0,1,17
240,437494,2365,Cheung 2018.pdf,Usual care,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,0,1,1,1,1,0,1,,,0,1,1,1,1,0,0,1,1,0,0,0,0,0,,,,,,,0,0,1,1,1,0,0,1,1,,,1,,,1,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,18.1
241,437494,2364,Cheung 2018.pdf,Intervention,,,,,,,,,,,,,,,1,,,,1,,,,,,0,1,,0,0,1,1,1,1,0,1,,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,,,,,,1,0,1,1,1,1,0,0,0,1,,,1,,,,1,,,,0,,1,,,0,,0,0,0,0,0,1,0,1,0,0,20.8
242,436357,2643,El Hajj 2017.pdf,Intervention group,1,1,,,1,,,,,,,,,1,1,,,,,1,,,,,1,0,,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,1,1,1,1,1,1,0,0,0,1,1,,,,,,,,1,,0,,,,,0,,0,0,0,0,1,1,0,1,0,0,12.6
243,436357,2644,El Hajj 2017.pdf,Control group,,,,,1,,,,,,,,,1,,,,,,,,,,,1,0,,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,,,,,1,1,1,1,1,1,0,0,0,1,1,,,1,,1,,,1,,0,,,,,0,,0,0,0,0,0,1,0,0,0,0,4.1
244,263079,156,Chan-2012.pdf,Stage-matched smoking cessation counselling,1,1,,,,,1,,,,,,,1,1,,,,,,,,,1,0,1,,0,0,1,1,1,1,0,1,,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,,,,,,,1,1,1,1,1,0,0,0,1,,,,,,,,,,,0,1,1,,,0,,0,0,1,0,1,1,1,1,0,1,26.5
245,263079,157,Chan-2012.pdf,Control,,,,,,,,1,,,,,,1,,,,,,,,,,,0,1,,0,0,1,1,1,1,0,1,,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,,,,,,1,1,1,1,1,1,0,0,0,1,,,,,,1,,,,,0,1,,,,0,,0,0,0,0,0,1,1,0,0,0,25.5
246,252898,54,Richmond_1985_Evaluation of general practitioners use of.pdf,GP Counselling,,1,,,,,,,,,,1,,1,,,,1,1,,,,,,0,0,1,0,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,,,1,,,,1,,,,0,,,,,0,,0,1,0,1,1,1,0,1,1,0,33
247,252898,55,Richmond_1985_Evaluation of general practitioners use of.pdf,Control,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,1,1,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,1,,,1,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,3
248,296344,422,Duffy 2006.pdf,Usual care,,,,,,,,,,,,,,1,,,,,,,,,,,1,0,,0,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,,1,1,,1,1,1,1,1,1,0,0,0,1,,,1,,,1,,,,,0,,,,,0,,0,0,0,0,0,1,0,0,0,0,31
249,296344,421,Duffy 2006.pdf,Intervention,1,1,,,1,1,,,,,,1,,1,,,1,,1,,,,,,1,0,,0,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,,1,1,1,1,0,1,1,1,1,0,0,0,1,1,,1,,1,,,,,,1,,1,,,0,,0,0,0,1,1,1,0,1,1,1,47
250,423092,2076,Schnoll 2015.pdf,Extended Treatment ,1,1,,,1,,,,,,,,,1,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,1,,,,0,0,0,1,1,0,0.98,1,1,,,,,,,,,,,1,,1,,,0,,0,0,0,0,1,1,0,0,0,0,26
251,423092,2077,Schnoll 2015.pdf,Standard Treatment ,1,1,,,1,,,,,,,,,1,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,1,,,,0,0,0,1,1,0,0,1,1,,,,,,1,,,,,1,,1,,,0,,0,0,0,0,1,1,0,0,0,0,21.7
252,423092,2075,Schnoll 2015.pdf,Maintenance Treatment ,1,1,,,1,,,,,,,,,1,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,1,,,,0,0,0.58,1,1,0,0,1,1,,,,,,,,,,,1,,1,,,0,,0,0,0,0,1,1,0,0,0,0,20.3
253,436351,2632,BinDhim 2018.pdf,Intervention,1,,,,,,,,,,,1,1,,,1,,,,,,,,,1,0,,0,1,1,1,1,1,0,,,,0,1,1,1,1,0,1,1,1,0,0,0,0,0,,,,,,,0,0,0,1,1,0,1,1,1,,1,,,,,,,,,0,,,,,0,,0,0,0,1,1,0,0,0,1,0,10.2
254,436351,2633,BinDhim 2018.pdf,Control,1,,,,,,,,,,,,,,,1,,,,,,,,,1,0,,0,1,1,1,1,1,0,,,,0,1,1,1,1,0,1,1,1,0,0,0,0,0,,,,,,,0,0,0,1,1,0,0.58,1,1,,1,,,,1,,,,,0,,,,,0,,0,0,0,0,1,0,0,0,1,0,4.8
255,296316,583,Solomon 2000.pdf,Patch + support,,1,,,1,,,,,,,,,1,,,,,,,,,1,,0,1,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,1,1,1,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,,1,,,0,,0,1,0,0,1,1,0,0,0,0,20
256,296316,584,Solomon 2000.pdf,Patch only,,,,,1,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,1,1,1,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,,,,,0,,0,0,0,0,0,0,0,0,0,0,15
257,423480,1968,Marshall 2016.pdf,Intervention,,,,,,,,,,,,,,1,1,,,,,,,,,,0,1,,0,0,1,1,1,1,1,1,,1,1,1,1,1,1,0,0,0.4,1,0,0,0,0,0,1,,,,,1,0,0.86,1,1,1,0,0,0.14,1,,,,,,,1,,,,0,,,,,0,,0,0,0,0,0,1,0,0,0,0,14.3
258,423480,1969,Marshall 2016.pdf,Control,,,,,,,,,,,,,,,1,,,,,,,,,,0,1,,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0,0.4,1,0,0,0,0,0,,,,,,1,0,0.6,1,1,1,0,0,0.4,1,,,,,,1,,,,,0,,,,,0,,0,0,0,0,0,1,0,0,0,0,18.5
259,263141,239,Hickman 2015.pdf,Usual care,,,,,1,,,,,,,,,,,,,1,,,,,,,0,1,1,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0.1,1,1,0,0,1,1,1,,,1,,,1,0,1,1,1,1,0,0,0,1,,,,,,1,,,,,0,,,,,0,,0,1,0,0,0,0,0,0,0,0,16.7
260,263141,238,Hickman 2015.pdf,Intervention,,,,,1,,,,,,,,,1,,,,,,,,,,1,0,1,1,0,0,1,1,1,1,0,1,,,1,1,1,1,1,0,0.1,1,1,0,0,1,1,1,,,1,,,1,0,1,1,1,1,0,0,0,1,1,1,,,,,,,,,0,,,,,0,,0,0,0,0,0,1,0,1,0,0,26.2
261,263193,300,McFall 2010 (c) primary paper.pdf,Integrated care (IC),1,1,,,1,,,,,,,,,1,,1,,,,1,,,,,1,0,1,0,0,0,1,1,1,0,1,,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,,,,,,1,1,1,1,1,1,0,0,0,1,1,,,,,,,,,,0,,,,1,0,,0,0,0,0,1,1,0,1,1,0,8.9
262,263193,301,McFall 2010 (c) primary paper.pdf,Control care (SCC),,,,,1,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,1,0,,,,0,1,1,1,1,0,0,1,1,0,0,0,0,1,,,,,,,1,1,1,1,1,0,0,0,1,1,,,,,1,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,4.5
263,437537,2605,Mercie 2018.pdf,Varenicline group,1,,,,1,1,,,,,,,,1,,,,,,,,,,,1,0,1,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,,1,1,1,,0.2,1,1,1,1,0,0,0,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,1,1,0,0,0,1,18
264,437537,2606,Mercie 2018.pdf,Placebo group,1,,,,,1,,,,,,,,1,,,,,,,,,,,1,0,1,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,,1,1,1,,0.8,1,1,1,1,0,0,0,1,,,,,,,,,,,0,,,1,,0,,0,0,0,0,1,1,0,0,0,1,7
265,423107,2061,Begh 2015.pdf,Intervention,,,,,1,,,,,,,,,1,,,,,,,,,,,1,0,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,1,1,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,1,,,,,0,,1,0,0,0,0,1,0,0,0,0,16.7
266,423107,2062,Begh 2015.pdf,Control,,,,,1,,,,,,,,,1,,,,,,,,,,,1,0,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,1,,,,0,0,0,0,0,0,0,0,0,,,,,,1,,,0,,1,,,,,0,,0,0,0,0,0,1,0,0,0,0,15.5
267,296454,833,Nollen 2007.pdf,Standard care,1,,,,1,1,,,,,,,,,,1,,,,,,,,,0,1,1,0,1,1,1,1,1,1,,,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,,,,1,0,0,0,0,1,1,1,1,1,,,1,,,1,,,,,1,,1,,,0,,0,0,0,0,1,0,0,0,1,1,14.4
268,296454,832,Nollen 2007.pdf,Targeted,1,,,,1,1,,,,,,,,1,,1,1,,1,,,,,,0,1,1,0,1,1,1,1,1,1,,,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,,,,1,0,0,0,1,1,0,1,1,1,,,1,,,,,,,,1,,1,,,0,,0,0,0,0,1,1,0,1,1,1,18
269,263150,247,Hughes-2010.pdf,Gradual cessation,1,1,1,,1,,,,,,,,,1,,,,,,,,,,,1,0,1,0,1,1,1,1,1,0,,,,0.06,1,1,1,1,0,0,1,1,0,0,0,1,1,,,1,,,1,0,0,0,1,1,0,0.8,1,1,1,,,,,,,,,1,1,,1,,,0,,0,0,0,0,1,1,0,0,0,0,4
270,263150,248,Hughes-2010.pdf,Abrupt cessation,1,,,,1,,,,,,,,,1,,,,,,,,,,,1,0,1,0,1,1,1,1,1,0,,,,0.02,1,1,1,1,0,0,1,1,0,0,0,1,1,,,1,,,1,0,0,0,1,1,0,1,1,1,1,,,,,,,,,1,1,,1,,,0,,0,0,0,0,1,1,0,0,0,0,7
271,263150,249,Hughes-2010.pdf,Minimal treatment,1,1,,,1,,,,,,,,,1,,,,,,,,,,,1,0,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,,1,,,1,0,0,0,1,1,0,0.6,1,1,1,,,,,,,,,1,1,,1,,,0,,0,0,0,0,1,1,0,0,0,0,5
272,263047,98,Brendryen_2008_A digital smoking cessation program delivered_10.2196jmir.1005.pdf,Booklet control,,,,,,,,,,,,1,,1,,,,,1,,,,,,0,1,,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0.06,1,1,0,0,1,1,1,,,,,,1,0,0,0,1,1,0,0,1,1,,,,,,1,,,,,0,,,,,0,,0,0,0,1,0,1,0,1,0,0,7
273,263047,97,Brendryen_2008_A digital smoking cessation program delivered_10.2196jmir.1005.pdf,Happy Ending,,1,1,,,1,,,,,,1,,,,1,,,,,,1,,,0,1,,0,0,1,1,1,1,1,,,,1,1,1,1,1,0,0.1,1,1,0,0,1,1,1,,,,,,,0,0,0,1,1,0,0,1,1,,1,,,,,,,,,0,,,,,0,,0,0,1,1,1,0,0,0,1,1,20
274,423073,1992,Lasser 2017.pdf,Intervention,,,,,1,,,,,,,,,1,1,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,,,1,1,1,1,1,0,0,1,1,0,0.9,1,1,1,1,,1,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,1,,,0,,0,0,0,0,0,1,0,1,0,0,11.9
275,423073,1993,Lasser 2017.pdf,Control,,,,,,,,,,,,,,1,,,,,,,,,,,0,1,,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,1,1,1,1,,,1,,,1,0,0,0,1,1,0,0.2,1,1,,,,,,1,,,,,0,,,,,0,,0,0,0,0,0,1,0,0,0,0,2.3
276,437461,2197,Mundt 2019.pdf,Control group,,,,,,,,,,,,,,1,,,,,,,,,,,0,1,1,0,1,1,1,1,1,0,,,,0,0,1,1,1,0,0,1,1,0,0,1,1,1,,,,,,,0,0,0,0.88,1,0.12,1,1,1,,,,,,1,,,,,0,,,,,0,,0,0,0,0,0,1,0,0,0,0,13.8
277,437461,2196,Mundt 2019.pdf,Intervention group,,,,,,,,,,,,,,1,,,,,,,,,,,0,1,1,0,1,1,1,1,1,0,,,,0,0,1,1,1,0,0,1,1,0,0,1,1,1,,,,,,,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,1,0,1,0,0,21.6
278,296268,477,Fiore 2004.pdf,Patch + Committed Quitters (CQ),,,,,1,,,,,,,,,1,,,,,,,,,,,0,1,1,1,1,1,1,1,1,0,,,,0,0,0,0,0,0,0.08,1,1,0,0,0,1,1,,1,,,,1,0,0,0,1,1,0,1,1,1,,,1,,,,,,,,1,,1,,,0,,0,0,0,0,0,1,0,0,0,0,6.2
279,296268,478,Fiore 2004.pdf,Patch Only,,,,,1,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,0,,,,0,0,0,0,0,0,0.08,1,1,0,0,0,1,1,,1,,,,,0,0,0,1,1,0,1,1,1,,,1,,,,,,,,1,,,,,0,,0,0,0,0,0,0,0,0,0,0,6.6
280,296268,476,Fiore 2004.pdf,Patch +  Committed Quitters (CQ) + counselling,1,1,,,1,,,,,,,,,1,,,,,,,,,,,0,1,1,1,1,1,1,1,1,0,1,,1,0,0,0,0,0,0,0.08,1,1,0,0,0,1,1,,1,,,,1,0,0,0,1,1,0,1,1,1,,,1,,,,,,,,1,,1,,,0,,0,0,0,0,1,1,0,0,0,0,10.4
281,423132,1942,Baker 2016.pdf,Varenicline only,,,,,1,,,,,,,,,1,,1,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,,,1,,1,,0,0,0,1,1,0,0.4,1,1,,,,,,,,,,,1,,1,,,0,1,0,0,0,0,0,1,0,0,1,0,19.1
282,423132,1943,Baker 2016.pdf,Nicotine patch only,,,,,1,,,,,,,,,1,,1,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,1,,,,0,0,0,1,1,0,0.4,1,1,,,,,,,,,,,1,,1,,,0,,0,0,0,0,0,1,0,0,1,0,20.8
283,423132,1941,Baker 2016.pdf,Nicotine patch + nicotine lozenge (C-NRT),,,,,1,,,,,,,,,1,,1,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,1,,,,0,0,0,1,1,0,0.4,1,1,1,,,,,,,,,1,1,,1,,,0,,0,0,0,0,0,1,0,0,1,0,20.2
284,263287,405,Winickoff 2014.pdf,Intervention,,,,,1,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,,1,,,,1,0,0,0,0,1,1,1,1,1,1,,,,,,,1,1,,1,1,,,,0,,0,0,0,1,0,0,0,0,0,0,4.3
285,263287,406,Winickoff 2014.pdf,Control,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,,,,0,0,1,1,1,0,1,1,1,0.7,1,1,1,1,,,,,,,0,0,0,0,1,1,1,1,1,,,,,,1,,,1,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,4.1
286,263151,250,Humerfelt 1998.pdf,Intervention group,,,,,,,,,,,,,,,,1,,1,1,1,,,1,,0,1,,0,0,1,1,1,1,0,,,1,0,0,1,1,1,0,0.6,1,1,0,0.1,1,1,1,,,1,1,,1,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,0,,,,,0,,0,1,0,0,0,0,0,1,1,0,11.1
287,263151,252,Humerfelt 1998.pdf,Control,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,0,1,1,1,1,0,,,,0,0,1,1,1,0,0.6,1,1,0,0.2,1,1,1,,,1,1,,,0,0,0,0,0,0,0,0,0,,,,,,1,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,7.4
288,296326,608,Young BMC Family Pract 2008.pdf,Telephone,1,1,1,,1,,,,,1,,,,1,,1,,,,,,,,,0,1,,0,0,1,1,1,1,0,,,1,1,1,1,1,1,0,0.2,1,1,0,0,0,0,0,,,,,,1,0,0,0.2,1,1,0,0,1,1,1,,,,,,,,,,0,1,1,,,0,,0,0,0,0,1,1,0,1,1,0,8
